TiNoq Sense - Monthly Report - 5/8/2025 to 5/27/2025
Generated on: 5/27/2025, 5:29:53 PM
Report period: 5/8/2025, 12:00:00 AM to 5/27/2025, 5:29:30 PM
Generated by: admin

SUMMARY STATISTICS
------------------
Temperature (°C):
  Minimum: 23.2
  Maximum: 35.0
  Average: 26.3

Humidity (%):
  Minimum: 40.9
  Maximum: 71.1
  Average: 50.9

DETAILED READINGS
------------------
Timestamp            | Temperature (°C) | Humidity (%)
5/27/2025, 11:24:40 AM | 23.4             | 53.6
5/27/2025, 11:25:10 AM | 23.4             | 55.0
5/27/2025, 11:25:40 AM | 23.4             | 53.9
5/27/2025, 11:26:10 AM | 23.5             | 55.7
5/27/2025, 11:26:41 AM | 23.5             | 54.6
5/27/2025, 11:27:10 AM | 23.5             | 54.8
5/27/2025, 11:27:40 AM | 23.5             | 54.1
5/27/2025, 11:28:11 AM | 23.5             | 54.2
5/27/2025, 11:28:40 AM | 23.5             | 53.7
5/27/2025, 11:29:10 AM | 23.6             | 54.4
5/27/2025, 11:29:40 AM | 23.6             | 54.7
5/27/2025, 11:30:10 AM | 23.6             | 53.8
5/27/2025, 11:30:40 AM | 23.6             | 53.5
5/27/2025, 11:31:11 AM | 23.6             | 53.9
5/27/2025, 11:31:40 AM | 23.6             | 55.3
5/27/2025, 11:32:11 AM | 23.6             | 56.2
5/27/2025, 11:32:40 AM | 23.7             | 54.9
5/27/2025, 11:33:10 AM | 23.6             | 54.5
5/27/2025, 11:33:40 AM | 23.6             | 52.9
5/27/2025, 11:34:10 AM | 23.7             | 53.6
5/27/2025, 11:34:40 AM | 23.7             | 55.3
5/27/2025, 11:35:11 AM | 23.7             | 54.6
5/27/2025, 11:35:40 AM | 23.7             | 55.2
5/27/2025, 11:36:10 AM | 23.8             | 55.9
5/27/2025, 11:36:40 AM | 23.8             | 54.7
5/27/2025, 11:37:10 AM | 23.8             | 54.7
5/27/2025, 11:37:40 AM | 23.8             | 52.9
5/27/2025, 11:38:10 AM | 23.8             | 54.9
5/27/2025, 11:38:40 AM | 23.9             | 55.4
5/27/2025, 11:39:10 AM | 23.9             | 55.7
5/27/2025, 11:39:40 AM | 23.9             | 56.0
5/27/2025, 11:40:10 AM | 24.0             | 54.7
5/27/2025, 11:40:40 AM | 24.0             | 53.9
5/27/2025, 11:41:11 AM | 24.0             | 53.9
5/27/2025, 11:41:40 AM | 24.0             | 55.3
5/27/2025, 11:42:11 AM | 24.0             | 54.9
5/27/2025, 11:42:40 AM | 24.0             | 54.9
5/27/2025, 11:43:10 AM | 24.1             | 53.2
5/27/2025, 11:43:40 AM | 24.1             | 53.1
5/27/2025, 11:44:10 AM | 24.1             | 53.2
5/27/2025, 11:44:40 AM | 24.1             | 51.4
5/27/2025, 11:45:10 AM | 24.1             | 53.0
5/27/2025, 11:45:40 AM | 24.1             | 51.7
5/27/2025, 11:46:11 AM | 24.0             | 53.1
5/27/2025, 11:46:40 AM | 24.1             | 54.2
5/27/2025, 11:47:10 AM | 24.1             | 52.5
5/27/2025, 11:47:40 AM | 24.1             | 54.8
5/27/2025, 11:48:10 AM | 24.1             | 55.1
5/27/2025, 11:48:40 AM | 24.1             | 55.3
5/27/2025, 11:49:10 AM | 24.2             | 54.4
5/27/2025, 11:49:40 AM | 24.2             | 55.2
5/27/2025, 11:50:10 AM | 24.2             | 55.0
5/27/2025, 11:50:40 AM | 24.2             | 55.1
5/27/2025, 11:51:10 AM | 24.3             | 53.5
5/27/2025, 11:51:40 AM | 24.2             | 51.9
5/27/2025, 11:52:10 AM | 24.2             | 52.0
5/27/2025, 11:52:40 AM | 24.2             | 53.3
5/27/2025, 11:53:10 AM | 24.2             | 51.5
5/27/2025, 11:53:40 AM | 24.2             | 51.6
5/27/2025, 11:54:10 AM | 24.2             | 51.8
5/27/2025, 11:54:40 AM | 24.2             | 52.7
5/27/2025, 11:55:10 AM | 24.2             | 53.1
5/27/2025, 11:55:40 AM | 24.2             | 53.2
5/27/2025, 11:56:10 AM | 24.2             | 53.1
5/27/2025, 11:56:40 AM | 24.3             | 53.6
5/27/2025, 11:57:10 AM | 24.3             | 52.3
5/27/2025, 11:57:40 AM | 24.3             | 53.6
5/27/2025, 11:58:10 AM | 24.3             | 53.5
5/27/2025, 11:58:40 AM | 24.3             | 54.7
5/27/2025, 11:59:10 AM | 24.3             | 55.7
5/27/2025, 11:59:40 AM | 24.4             | 56.2
5/27/2025, 12:00:10 PM | 24.5             | 53.5
5/27/2025, 12:00:40 PM | 24.5             | 54.6
5/27/2025, 12:01:10 PM | 24.5             | 53.9
5/27/2025, 12:01:40 PM | 24.6             | 52.9
5/27/2025, 12:02:10 PM | 24.6             | 53.2
5/27/2025, 12:02:40 PM | 24.7             | 53.5
5/27/2025, 12:03:10 PM | 24.7             | 54.3
5/27/2025, 12:03:40 PM | 24.7             | 52.1
5/27/2025, 12:04:10 PM | 24.7             | 51.4
5/27/2025, 12:04:40 PM | 24.8             | 50.5
5/27/2025, 12:05:10 PM | 24.8             | 50.9
5/27/2025, 12:05:40 PM | 24.8             | 51.3
5/27/2025, 12:06:10 PM | 24.9             | 51.2
5/27/2025, 12:06:40 PM | 24.9             | 52.0
5/27/2025, 12:07:10 PM | 24.9             | 50.8
5/27/2025, 12:07:40 PM | 24.9             | 51.8
5/27/2025, 12:08:10 PM | 25.0             | 52.6
5/27/2025, 12:08:40 PM | 25.0             | 52.2
5/27/2025, 12:09:10 PM | 25.1             | 51.2
5/27/2025, 12:09:40 PM | 25.1             | 50.9
5/27/2025, 12:10:10 PM | 25.1             | 51.7
5/27/2025, 12:10:40 PM | 25.2             | 51.3
5/27/2025, 12:11:10 PM | 25.2             | 52.9
5/27/2025, 12:11:40 PM | 25.3             | 54.4
5/27/2025, 12:12:10 PM | 25.3             | 54.5
5/27/2025, 12:12:41 PM | 25.3             | 52.4
5/27/2025, 12:13:10 PM | 25.4             | 52.1
5/27/2025, 12:13:40 PM | 25.4             | 52.4
5/27/2025, 12:14:10 PM | 25.5             | 51.1
5/27/2025, 12:14:40 PM | 25.5             | 52.4
5/27/2025, 12:15:10 PM | 25.5             | 50.9
5/27/2025, 12:15:40 PM | 25.6             | 52.8
5/27/2025, 12:16:10 PM | 25.6             | 53.5
5/27/2025, 12:16:40 PM | 25.6             | 51.5
5/27/2025, 12:17:10 PM | 25.7             | 52.0
5/27/2025, 12:17:40 PM | 25.7             | 52.7
5/27/2025, 12:18:10 PM | 25.7             | 52.0
5/27/2025, 12:18:40 PM | 25.7             | 53.5
5/27/2025, 12:19:10 PM | 25.7             | 54.0
5/27/2025, 12:19:40 PM | 25.8             | 55.3
5/27/2025, 12:20:10 PM | 25.8             | 51.6
5/27/2025, 12:20:40 PM | 25.8             | 51.5
5/27/2025, 12:21:10 PM | 25.8             | 51.1
5/27/2025, 12:21:40 PM | 25.9             | 52.2
5/27/2025, 12:22:10 PM | 25.9             | 51.1
5/27/2025, 12:22:40 PM | 25.9             | 54.1
5/27/2025, 12:23:10 PM | 26.0             | 54.1
5/27/2025, 12:23:40 PM | 26.0             | 55.8
5/27/2025, 12:24:10 PM | 26.1             | 58.7
5/27/2025, 12:24:40 PM | 26.1             | 55.6
5/27/2025, 12:25:10 PM | 26.1             | 55.6
5/27/2025, 12:25:40 PM | 26.1             | 55.2
5/27/2025, 12:26:10 PM | 26.2             | 53.3
5/27/2025, 12:26:40 PM | 26.1             | 53.6
5/27/2025, 12:27:10 PM | 26.2             | 54.4
5/27/2025, 12:27:40 PM | 26.2             | 55.3
5/27/2025, 12:28:10 PM | 26.1             | 55.6
5/27/2025, 12:28:40 PM | 26.1             | 53.2
5/27/2025, 12:29:10 PM | 26.1             | 54.0
5/27/2025, 12:29:40 PM | 26.1             | 56.2
5/27/2025, 12:30:10 PM | 26.1             | 55.6
5/27/2025, 12:30:40 PM | 26.1             | 54.4
5/27/2025, 12:31:10 PM | 26.1             | 52.7
5/27/2025, 12:31:40 PM | 26.1             | 53.1
5/27/2025, 12:32:10 PM | 26.1             | 51.7
5/27/2025, 12:32:40 PM | 26.1             | 51.4
5/27/2025, 12:33:10 PM | 26.1             | 50.5
5/27/2025, 12:33:40 PM | 26.1             | 50.1
5/27/2025, 12:34:10 PM | 26.0             | 51.3
5/27/2025, 12:34:41 PM | 26.0             | 50.4
5/27/2025, 12:35:10 PM | 26.0             | 51.1
5/27/2025, 12:35:40 PM | 26.0             | 51.0
5/27/2025, 12:36:10 PM | 26.0             | 50.7
5/27/2025, 12:36:40 PM | 26.0             | 50.3
5/27/2025, 12:37:10 PM | 26.0             | 49.7
5/27/2025, 12:37:40 PM | 26.0             | 49.2
5/27/2025, 12:38:10 PM | 26.0             | 55.7
5/27/2025, 12:38:40 PM | 26.1             | 55.7
5/27/2025, 12:39:10 PM | 26.1             | 55.7
5/27/2025, 12:39:40 PM | 26.1             | 52.1
5/27/2025, 12:40:10 PM | 26.1             | 52.1
5/27/2025, 12:40:40 PM | 26.1             | 51.2
5/27/2025, 12:41:10 PM | 26.1             | 51.9
5/27/2025, 12:41:40 PM | 26.1             | 52.8
5/27/2025, 12:42:10 PM | 26.1             | 52.7
5/27/2025, 12:42:40 PM | 26.1             | 53.1
5/27/2025, 12:43:10 PM | 26.1             | 54.1
5/27/2025, 12:43:40 PM | 26.1             | 51.5
5/27/2025, 12:44:10 PM | 26.1             | 51.2
5/27/2025, 12:44:40 PM | 26.1             | 51.5
5/27/2025, 12:45:11 PM | 26.1             | 50.7
5/27/2025, 12:45:40 PM | 26.0             | 50.2
5/27/2025, 12:46:10 PM | 26.1             | 51.7
5/27/2025, 12:46:40 PM | 26.1             | 51.1
5/27/2025, 12:47:11 PM | 26.1             | 50.4
5/27/2025, 12:47:40 PM | 26.1             | 50.6
5/27/2025, 12:48:10 PM | 26.1             | 50.7
5/27/2025, 12:48:40 PM | 26.1             | 52.5
5/27/2025, 12:49:10 PM | 26.1             | 50.6
5/27/2025, 12:49:40 PM | 26.1             | 50.3
5/27/2025, 12:50:10 PM | 26.1             | 51.8
5/27/2025, 12:50:40 PM | 26.2             | 51.1
5/27/2025, 12:51:10 PM | 26.2             | 51.1
5/27/2025, 12:51:40 PM | 26.2             | 51.3
5/27/2025, 12:52:10 PM | 26.2             | 49.3
5/27/2025, 12:52:40 PM | 26.2             | 49.3
5/27/2025, 12:53:10 PM | 26.2             | 51.6
5/27/2025, 12:53:40 PM | 26.2             | 52.5
5/27/2025, 12:54:10 PM | 26.2             | 51.9
5/27/2025, 12:54:40 PM | 26.2             | 51.6
5/27/2025, 12:55:10 PM | 26.2             | 50.0
5/27/2025, 12:55:40 PM | 26.2             | 49.5
5/27/2025, 12:56:10 PM | 26.2             | 50.0
5/27/2025, 12:56:40 PM | 26.3             | 49.5
5/27/2025, 12:57:10 PM | 26.3             | 51.4
5/27/2025, 12:57:40 PM | 26.3             | 50.2
5/27/2025, 12:58:10 PM | 26.3             | 49.6
5/27/2025, 12:58:40 PM | 26.3             | 50.2
5/27/2025, 12:59:10 PM | 26.3             | 51.7
5/27/2025, 12:59:40 PM | 26.3             | 51.9
5/27/2025, 1:00:10 PM | 26.4             | 51.8
5/27/2025, 1:00:40 PM | 26.4             | 51.6
5/27/2025, 1:01:10 PM | 26.4             | 51.3
5/27/2025, 1:01:40 PM | 26.4             | 50.3
5/27/2025, 1:02:10 PM | 26.4             | 48.9
5/27/2025, 1:02:40 PM | 26.5             | 49.2
5/27/2025, 1:03:10 PM | 26.5             | 49.9
5/27/2025, 1:03:40 PM | 26.5             | 49.7
5/27/2025, 1:04:10 PM | 26.5             | 47.8
5/27/2025, 1:04:40 PM | 26.5             | 47.7
5/27/2025, 1:05:10 PM | 26.5             | 48.1
5/27/2025, 1:05:40 PM | 26.5             | 47.7
5/27/2025, 1:06:11 PM | 26.5             | 47.0
5/27/2025, 1:06:40 PM | 26.6             | 48.4
5/27/2025, 1:07:10 PM | 26.5             | 47.9
5/27/2025, 1:07:40 PM | 26.5             | 47.6
5/27/2025, 1:08:10 PM | 26.5             | 48.7
5/27/2025, 1:08:40 PM | 26.6             | 48.4
5/27/2025, 1:09:10 PM | 26.6             | 48.7
5/27/2025, 1:09:40 PM | 26.6             | 48.4
5/27/2025, 1:10:10 PM | 26.6             | 50.0
5/27/2025, 1:10:40 PM | 26.7             | 49.7
5/27/2025, 1:11:10 PM | 26.7             | 48.4
5/27/2025, 1:11:40 PM | 26.6             | 47.1
5/27/2025, 1:12:10 PM | 26.6             | 47.9
5/27/2025, 1:13:09 PM | 26.7             | 48.3
5/27/2025, 1:13:39 PM | 26.8             | 52.5
5/27/2025, 1:14:09 PM | 26.8             | 49.6
5/27/2025, 1:14:39 PM | 26.8             | 49.9
5/27/2025, 1:15:09 PM | 26.9             | 49.9
5/27/2025, 1:15:39 PM | 26.9             | 47.5
5/27/2025, 1:16:09 PM | 26.9             | 48.1
5/27/2025, 1:16:39 PM | 26.9             | 47.4
5/27/2025, 1:17:09 PM | 26.9             | 48.8
5/27/2025, 1:17:39 PM | 26.9             | 47.4
5/27/2025, 1:18:09 PM | 26.9             | 47.0
5/27/2025, 1:18:39 PM | 26.9             | 46.7
5/27/2025, 1:19:09 PM | 26.9             | 47.6
5/27/2025, 1:19:39 PM | 26.9             | 48.0
5/27/2025, 1:20:09 PM | 26.9             | 46.8
5/27/2025, 1:20:39 PM | 26.9             | 48.2
5/27/2025, 1:21:09 PM | 27.0             | 47.5
5/27/2025, 1:21:39 PM | 27.0             | 46.4
5/27/2025, 1:22:09 PM | 27.0             | 45.9
5/27/2025, 1:22:39 PM | 27.0             | 46.9
5/27/2025, 1:23:10 PM | 27.0             | 47.6
5/27/2025, 1:23:39 PM | 27.0             | 47.5
5/27/2025, 1:24:09 PM | 27.0             | 48.1
5/27/2025, 1:24:39 PM | 27.1             | 47.0
5/27/2025, 1:25:09 PM | 27.1             | 47.7
5/27/2025, 1:25:39 PM | 27.1             | 47.8
5/27/2025, 1:26:09 PM | 27.1             | 48.7
5/27/2025, 1:26:39 PM | 27.1             | 47.9
5/27/2025, 1:27:09 PM | 27.1             | 47.7
5/27/2025, 1:28:18 PM | 27.1             | 47.5
5/27/2025, 1:28:48 PM | 27.1             | 47.7
5/27/2025, 1:29:18 PM | 27.1             | 46.3
5/27/2025, 1:29:48 PM | 27.0             | 45.9
5/27/2025, 1:30:18 PM | 27.0             | 46.6
5/27/2025, 1:30:48 PM | 27.0             | 47.3
5/27/2025, 1:31:18 PM | 27.1             | 46.4
5/27/2025, 1:31:48 PM | 27.0             | 45.8
5/27/2025, 1:32:18 PM | 27.0             | 45.6
5/27/2025, 1:32:48 PM | 27.0             | 45.6
5/27/2025, 1:33:18 PM | 27.0             | 44.7
5/27/2025, 1:33:48 PM | 26.9             | 45.2
5/27/2025, 1:34:18 PM | 27.0             | 46.1
5/27/2025, 1:34:48 PM | 27.0             | 46.6
5/27/2025, 1:35:18 PM | 27.0             | 45.4
5/27/2025, 1:35:48 PM | 27.0             | 44.7
5/27/2025, 1:36:18 PM | 27.0             | 45.6
5/27/2025, 1:36:48 PM | 27.0             | 45.8
5/27/2025, 1:37:18 PM | 27.0             | 46.9
5/27/2025, 1:37:48 PM | 27.1             | 46.1
5/27/2025, 1:38:18 PM | 27.1             | 46.8
5/27/2025, 1:38:48 PM | 27.1             | 46.1
5/27/2025, 1:39:18 PM | 27.1             | 46.1
5/27/2025, 1:39:48 PM | 27.1             | 46.6
5/27/2025, 1:40:18 PM | 27.1             | 45.5
5/27/2025, 1:40:48 PM | 27.1             | 45.5
5/27/2025, 1:41:18 PM | 27.1             | 45.3
5/27/2025, 1:41:48 PM | 27.1             | 45.4
5/27/2025, 1:42:18 PM | 27.1             | 44.8
5/27/2025, 1:42:48 PM | 27.1             | 44.9
5/27/2025, 1:43:18 PM | 27.1             | 44.7
5/27/2025, 1:43:48 PM | 27.1             | 44.0
5/27/2025, 1:44:18 PM | 27.1             | 44.0
5/27/2025, 1:44:48 PM | 27.1             | 44.2
5/27/2025, 1:45:18 PM | 27.1             | 45.5
5/27/2025, 1:45:48 PM | 27.1             | 45.5
5/27/2025, 1:46:18 PM | 27.1             | 45.7
5/27/2025, 1:46:48 PM | 27.2             | 46.0
5/27/2025, 1:47:18 PM | 27.2             | 46.7
5/27/2025, 1:47:48 PM | 27.2             | 45.8
5/27/2025, 1:48:18 PM | 27.2             | 45.5
5/27/2025, 1:48:48 PM | 27.2             | 45.6
5/27/2025, 1:49:18 PM | 27.2             | 44.3
5/27/2025, 1:49:48 PM | 27.2             | 44.9
5/27/2025, 1:50:18 PM | 27.2             | 45.0
5/27/2025, 1:50:48 PM | 27.3             | 45.7
5/27/2025, 1:51:18 PM | 27.3             | 45.4
5/27/2025, 1:51:48 PM | 27.3             | 44.4
5/27/2025, 1:52:18 PM | 27.3             | 45.3
5/27/2025, 1:52:48 PM | 27.3             | 46.1
5/27/2025, 1:53:18 PM | 27.4             | 45.7
5/27/2025, 1:53:48 PM | 27.4             | 44.0
5/27/2025, 1:54:18 PM | 27.3             | 44.6
5/27/2025, 1:54:48 PM | 27.3             | 43.4
5/27/2025, 1:55:18 PM | 27.3             | 43.1
5/27/2025, 1:55:48 PM | 27.3             | 43.9
5/27/2025, 1:56:18 PM | 27.3             | 44.3
5/27/2025, 1:56:48 PM | 27.3             | 44.2
5/27/2025, 1:57:18 PM | 27.3             | 43.4
5/27/2025, 1:57:48 PM | 27.3             | 43.7
5/27/2025, 1:58:18 PM | 27.4             | 43.4
5/27/2025, 1:58:48 PM | 27.3             | 43.9
5/27/2025, 1:59:18 PM | 27.4             | 44.3
5/27/2025, 1:59:48 PM | 27.4             | 43.3
5/27/2025, 2:00:18 PM | 27.4             | 43.5
5/27/2025, 2:00:48 PM | 27.4             | 43.7
5/27/2025, 2:01:18 PM | 27.4             | 43.6
5/27/2025, 2:01:48 PM | 27.4             | 43.7
5/27/2025, 2:02:18 PM | 27.5             | 43.6
5/27/2025, 2:02:48 PM | 27.5             | 44.4
5/27/2025, 2:03:18 PM | 27.5             | 42.7
5/27/2025, 2:03:48 PM | 27.5             | 42.9
5/27/2025, 2:04:18 PM | 27.5             | 43.3
5/27/2025, 2:04:48 PM | 27.5             | 43.9
5/27/2025, 2:05:18 PM | 27.5             | 42.9
5/27/2025, 2:05:48 PM | 27.5             | 43.4
5/27/2025, 2:06:19 PM | 27.5             | 42.7
5/27/2025, 2:06:48 PM | 27.5             | 43.2
5/27/2025, 2:07:18 PM | 27.5             | 42.4
5/27/2025, 2:07:48 PM | 27.5             | 42.6
5/27/2025, 2:08:18 PM | 27.4             | 42.2
5/27/2025, 2:08:48 PM | 27.4             | 42.1
5/27/2025, 2:09:18 PM | 27.4             | 41.9
5/27/2025, 2:09:48 PM | 27.3             | 42.3
5/27/2025, 2:10:18 PM | 27.3             | 42.0
5/27/2025, 2:10:48 PM | 27.3             | 41.9
5/27/2025, 2:11:18 PM | 27.3             | 42.9
5/27/2025, 2:11:48 PM | 27.2             | 41.9
5/27/2025, 2:12:18 PM | 27.2             | 42.1
5/27/2025, 2:12:48 PM | 27.2             | 42.2
5/27/2025, 2:13:18 PM | 27.2             | 42.8
5/27/2025, 2:13:48 PM | 27.2             | 42.5
5/27/2025, 2:14:18 PM | 27.2             | 42.3
5/27/2025, 2:14:48 PM | 27.1             | 41.8
5/27/2025, 2:15:18 PM | 27.1             | 41.7
5/27/2025, 2:15:48 PM | 27.1             | 42.5
5/27/2025, 2:16:18 PM | 27.0             | 42.5
5/27/2025, 2:16:48 PM | 27.0             | 42.7
5/27/2025, 2:17:18 PM | 27.0             | 42.1
5/27/2025, 2:17:48 PM | 27.0             | 42.4
5/27/2025, 2:18:18 PM | 26.9             | 42.4
5/27/2025, 2:18:48 PM | 26.9             | 42.8
5/27/2025, 2:19:18 PM | 26.9             | 42.7
5/27/2025, 2:19:48 PM | 26.9             | 42.2
5/27/2025, 2:20:18 PM | 26.9             | 41.7
5/27/2025, 2:20:48 PM | 26.8             | 41.4
5/27/2025, 2:21:18 PM | 26.8             | 41.9
5/27/2025, 2:21:48 PM | 26.8             | 41.9
5/27/2025, 2:22:18 PM | 26.8             | 40.9
5/27/2025, 2:22:48 PM | 26.7             | 41.3
5/27/2025, 2:23:18 PM | 26.7             | 41.6
5/27/2025, 2:23:48 PM | 26.7             | 41.9
5/27/2025, 2:24:18 PM | 26.7             | 42.0
5/27/2025, 2:24:48 PM | 26.7             | 42.1
5/27/2025, 2:25:18 PM | 26.7             | 42.6
5/27/2025, 2:25:48 PM | 26.7             | 42.7
5/27/2025, 2:26:18 PM | 26.7             | 42.4
5/27/2025, 2:26:48 PM | 26.7             | 42.5
5/27/2025, 2:27:18 PM | 26.7             | 42.6
5/27/2025, 2:27:48 PM | 26.8             | 42.7
5/27/2025, 2:28:18 PM | 26.7             | 43.0
5/27/2025, 2:28:48 PM | 26.8             | 43.0
5/27/2025, 2:29:18 PM | 26.8             | 43.1
5/27/2025, 2:29:48 PM | 26.8             | 42.1
5/27/2025, 2:30:18 PM | 26.7             | 41.7
5/27/2025, 2:30:48 PM | 26.8             | 42.0
5/27/2025, 4:49:44 PM | 26.8             | 42.0
5/27/2025, 5:02:41 PM | 24.9             | 45.4
5/27/2025, 5:03:09 PM | 24.9             | 46.4
5/27/2025, 5:03:39 PM | 24.9             | 46.3
5/27/2025, 5:04:09 PM | 24.9             | 46.8
5/27/2025, 5:04:39 PM | 24.9             | 45.6
5/27/2025, 5:05:09 PM | 24.9             | 45.3
5/27/2025, 5:05:39 PM | 24.9             | 45.7
5/27/2025, 5:06:09 PM | 24.8             | 44.9
5/27/2025, 5:06:39 PM | 24.9             | 45.1
5/27/2025, 5:07:09 PM | 24.8             | 44.9
5/27/2025, 5:07:39 PM | 24.8             | 44.7
5/27/2025, 5:08:12 PM | 24.8             | 45.1
5/27/2025, 5:08:42 PM | 24.8             | 46.1
5/27/2025, 5:09:09 PM | 24.8             | 45.2
5/27/2025, 5:09:39 PM | 24.8             | 45.1
5/27/2025, 5:10:09 PM | 24.8             | 45.9
5/27/2025, 5:10:39 PM | 24.8             | 45.5
5/27/2025, 5:11:09 PM | 24.8             | 45.6
5/27/2025, 5:11:39 PM | 24.8             | 45.5
5/27/2025, 5:12:10 PM | 24.7             | 46.2
5/27/2025, 5:12:39 PM | 24.7             | 46.0
5/27/2025, 5:13:09 PM | 24.8             | 47.5
5/27/2025, 5:13:39 PM | 24.7             | 47.7
5/27/2025, 5:14:09 PM | 24.7             | 47.6
5/27/2025, 5:14:39 PM | 24.7             | 47.7
5/27/2025, 5:15:09 PM | 24.7             | 47.1
5/27/2025, 5:15:39 PM | 24.7             | 46.5
5/27/2025, 5:16:09 PM | 24.7             | 47.1
5/27/2025, 5:16:39 PM | 24.7             | 47.0
5/27/2025, 5:17:09 PM | 24.6             | 47.6
5/27/2025, 5:17:39 PM | 24.6             | 46.9
5/27/2025, 5:18:13 PM | 24.6             | 47.1
5/27/2025, 5:18:39 PM | 24.6             | 47.1
5/27/2025, 5:19:09 PM | 24.6             | 47.5
5/27/2025, 5:19:39 PM | 24.6             | 47.4
5/27/2025, 5:20:09 PM | 24.6             | 47.0
5/27/2025, 5:20:39 PM | 24.6             | 46.4
5/27/2025, 5:21:09 PM | 24.6             | 47.1
5/27/2025, 5:21:39 PM | 24.6             | 47.6
5/27/2025, 5:22:09 PM | 24.5             | 47.6
5/27/2025, 5:22:39 PM | 24.5             | 47.4
5/27/2025, 5:23:09 PM | 24.5             | 47.8
5/27/2025, 5:23:39 PM | 24.5             | 48.5
